item_name,item_code,created_at,size,quantity,price,store_type
"Microwave oven, 16-22 l, WKB-L",110531103,4/3/16 2:13 PM,1,1,3499,small_medium_shop
"Red wine, table wine, BL",110212101,4/17/16 4:09 PM,750,1,81.6,small_medium_shop
"Men's sport shoes, ADIDAS, ASICS, NIKE",110321103,5/15/16 4:44 PM,1,1,1650,
"Dishwashing detergent, WKB",110561108,4/10/16 11:28 PM,500,1,30,
"Men's shirt, WKB-M",110312103,4/3/16 8:28 PM,1,1,485,small_medium_shop
"Energy saving light bulb, 15W, WKB",110552103,5/2/16 3:24 PM,1,1,115,
"Interurban (InterCity) bus, 50 Km",110732103,6/6/16 1:18 AM,1,1,18,public_semi_public_service
"Men's shirt, WKB-M",110312103,8/14/16 5:45 PM,1,1,990,small_medium_shop
"Electric drill, corded, impact, WKB-M",110551105,7/18/16 7:49 PM,1,1,2199,specialized_shop
Fresh oranges,110116105,3/29/16 3:05 PM,1,1,49.59,
"Flight, domestic, return ticket",110733107,5/2/16 9:39 PM,1,1,3041,private_service_provider
"Bread, white, sliced, WKB",110111305,3/29/16 8:45 PM,600,1,32,small_medium_shop
"Pork ham, pressed, WKB",110112501,3/4/16 4:16 PM,130,1,45,
"Studio apartment, 35-60 m2",1104111109,7/21/16 4:23 PM,1,1,5800,other
"Dry cleaning, men's two-piece suit",110314101,4/24/16 11:52 PM,1,1,155,private_service_provider
"Plaster strips, plastic foil, WKB",110612105,4/14/16 8:37 PM,1,20,20.25,
"Paint, indoor use, washable, WKB",110431101,4/9/16 2:59 PM,4,1,365,specialized_shop
"Diesel fuel, normal",110722104,4/9/16 5:38 PM,1,1,15.59,specialized_shop
"Water supply, piped on premise, including sewerage",110441102,5/3/16 10:19 PM,41.85,1,439.18,public_semi_public_service
"Bath towel, large, WKB",110521103,5/2/16 8:22 PM,1,1,226,small_medium_shop
"Foam mattress, double, WKB",110511108,5/15/16 3:53 PM,1,1,4250,small_medium_shop
"Men's blue jeans, WKB-L",110312107,3/28/16 1:25 PM,1,1,539,
"Bath towel, large, WKB",110521103,7/10/16 10:59 PM,1,1,159,small_medium_shop
"Foam mattress, double, WKB",110511108,6/15/16 4:35 PM,1,1,3990,specialized_shop
"Sunflower oil, BL",110115301,7/11/16 5:11 PM,900,1,21.95,
"Cooking salt, WKB",110119102,4/18/16 6:29 PM,1,1,13,
"Men's sport shoes, ADIDAS, ASICS, NIKE",110321103,5/8/16 7:29 PM,1,1,1749,
"Men's trousers, cotton/polyester, WKB-L",110312104,2/29/16 5:45 PM,1,1,647,small_medium_shop
"Instant noodles, any flavor, WKB",110111504,5/11/16 4:42 PM,64,1,22.99,
"Olive oil, extra virgin, WKB",110115302,3/6/16 8:53 PM,1000,1,190,
"Diesel fuel, normal",110722104,3/26/16 2:09 PM,1,1,14.96,specialized_shop
"Plaster strips, plastic foil, WKB",110612105,5/15/16 7:30 PM,1,20,18.2,
"Wheat flour, not self-rising, BL",110111202,5/16/16 2:35 PM,1,1,7.5,
"Two-bedroom apartment, 80-120 m2",1104111113,3/1/16 3:07 AM,1,1,3500,other
"Paint, indoor use, washable, WKB",110431101,4/24/16 6:32 PM,4,1,255,specialized_shop
"Men's lace-up shoes, WKB-L",110321101,3/16/16 8:49 PM,1,1,1700,
"Diesel fuel, normal",110722104,4/2/16 4:47 PM,1,1,14.59,specialized_shop
"Plaster strips, plastic foil, WKB",110612105,8/7/16 7:18 PM,1,20,13.15,small_medium_shop
"Red wine, table wine, BL",110212101,4/4/16 10:22 PM,750,1,59,
"Energy saving light bulb, 15W, WKB",110552103,7/18/16 5:57 PM,1,1,129,specialized_shop
"Fresh apples, typical local variety",110116111,4/14/16 4:27 PM,1,1,29,
"Bread, whole wheat, WKB",110111303,1/25/16 2:35 PM,360,1,17.99,
"Men's haircut, barber shop",111211101,7/24/16 4:58 PM,1,1,90,private_service_provider
"Charcoal, sack",110453101,5/2/16 9:02 PM,4,1,53.9,market
"Hybrid bicycle, WKB",110713104,4/24/16 9:27 PM,1,1,4900,small_medium_shop
"Men's T-shirt, WKB-L",110312106,5/2/16 1:38 PM,1,1,99,small_medium_shop
"Butter biscuits, WKB",110111405,5/15/16 8:31 PM,200,1,11.6,small_medium_shop
"Foam mattress, double, WKB",110511108,6/6/16 2:28 PM,1,1,3390,small_medium_shop
Electricity: 600 kWh,110451101,4/17/16 4:06 AM,274,1,296.9,public_semi_public_service
"Bed and breakfast, two-star, capital city",111121105,4/24/16 4:26 AM,1,1,492,other
"White sugar, WKB",110118101,7/6/16 4:51 PM,1,1,9.62,
"Trolley, soft case, BL",111232104,4/24/16 7:54 PM,1,1,999,small_medium_shop
"Bread, white, sliced, WKB",110111305,8/14/16 6:26 PM,380,1,22.01,small_medium_shop
"AA alkaline batteries, DURACELL",110552104,7/3/16 7:30 PM,1,4,49,small_medium_shop
"Diesel fuel, normal",110722104,8/7/16 5:24 PM,1,1,16.48,specialized_shop
"Toilet paper, multipack, WKB",111212111,4/9/16 5:20 PM,1,4,32.67,
"Charcoal, sack",110453101,8/16/16 6:04 PM,4,1,65,market
"Beef, minced",110112106,7/5/16 4:19 PM,1,1,96.99,
"Men's T-shirt, WKB-L",110312106,7/26/16 11:23 AM,1,1,190,specialized_shop
"Toilet paper, multipack, WKB",111212111,5/22/16 7:02 PM,1,4,34,small_medium_shop
"Football (soccer ball), WKB",110931110,2/29/16 10:19 PM,1,1,243,specialized_shop
"Vegetable oil, WKB",110115306,3/15/16 8:01 PM,1500,1,17.64,
"Dinner plate, flat, porcelain, WKB-L",110541104,5/8/16 12:38 PM,1,1,125,small_medium_shop
"Spaghetti, WKB",110111502,7/10/16 4:14 PM,500,1,17.99,
"Diesel fuel, normal",110722104,5/8/16 5:22 PM,1,1,17.49,specialized_shop
"Red wine, table wine, BL",110212101,4/10/16 4:46 PM,750,1,79.2,small_medium_shop
"Dishwashing detergent, WKB",110561108,4/10/16 4:18 PM,500,1,31.19,small_medium_shop
"Men's condoms, WKB",110612103,7/18/16 10:34 PM,1,6,64.6,small_medium_shop
"Trolley, soft case, BL",111232104,8/14/16 6:55 PM,1,1,1650,small_medium_shop
"Flight, domestic, return ticket",110733107,4/17/16 6:55 PM,1,1,1736,private_service_provider
"Beef, with bones",110112105,5/22/16 6:25 PM,1000,1,130,small_medium_shop
"Bath towel, large, WKB",110521103,6/6/16 3:20 PM,1,1,248,small_medium_shop
"Petrol, Super",110722102,4/10/16 11:56 AM,1,1,17.36,specialized_shop
"Single-family house, 180-240 m2",1104111102,4/18/16 9:02 PM,1,1,20000,other
"Milk chocolate bar, WKB",110118301,5/22/16 11:26 PM,170,1,65,small_medium_shop
"Two-bedroom apartment, 80-120 m2",1104111113,5/11/16 4:57 PM,1,1,18500,other
"Charcoal, sack",110453101,5/22/16 4:52 PM,2.75,1,36.9,market
"Men's T-shirt, WKB-L",110312106,4/24/16 10:02 PM,1,1,319,specialized_shop
"Bath towel, large, WKB",110521103,8/7/16 6:31 PM,1,1,169,market
"Petrol, Superplus",110722103,5/1/16 1:33 PM,1,1,20.59,specialized_shop
"Apple juice, WKB",110122104,4/11/16 7:38 PM,1,1,15.5,
"Fresh apples, typical local variety",110116111,7/3/16 7:47 PM,1,1,21.99,small_medium_shop
"Men's sport shoes, ADIDAS, ASICS, NIKE",110321103,4/24/16 5:12 PM,1,1,1770,
"Toilet paper, multipack, WKB",111212111,2/22/16 8:51 PM,1,4,59.9,
"Men's blue jeans, WKB-L",110312107,6/5/16 11:59 PM,1,1,539,specialized_shop
"Long-grain rice, parboiled, WKB",110111101,4/17/16 3:07 PM,1,1,17.4,
"Jam, strawberry or apricot, WKB",110118201,1/18/16 10:13 PM,454,1,20.89,
"Plaster strips, plastic foil, WKB",110612105,4/3/16 8:07 PM,1,20,39,
"Bath towel, large, WKB",110521103,7/10/16 3:35 PM,1,1,199,small_medium_shop
"Dry cleaning, men's two-piece suit",110314101,3/13/16 8:26 PM,1,1,145,private_service_provider
"Toilet paper, multipack, WKB",111212111,4/19/16 8:13 PM,1,4,63.99,
"Cinema ticket, weekend",110942103,4/6/16 6:08 PM,1,1,135,private_service_provider
"Clothing material, cotton, BNR",110311101,5/3/16 5:19 PM,1,1,199,
"Black tea, in bags, WKB",110121105,5/20/16 5:59 PM,100,1,11.99,small_medium_shop
Fresh cucumber,110117101,4/25/16 10:29 PM,1,1,37.39,
"Electric drill, corded, impact, WKB-M",110551105,7/24/16 8:14 PM,1,1,1429,specialized_shop
"Cat food, tin, WKB",110933103,5/15/16 9:08 PM,340,1,31.99,
"Petrol, Superplus",110722103,6/19/16 4:24 PM,1,1,19.75,specialized_shop
"Black tea, in bags, WKB",110121105,6/27/16 5:03 PM,50,1,12.29,
"Paint, indoor use, washable, WKB",110431101,5/2/16 7:12 PM,4,1,310,specialized_shop
"Dinner plate, flat, porcelain, WKB-L",110541104,5/22/16 1:42 PM,1,1,85,small_medium_shop
"Men's sport shoes, ADIDAS, ASICS, NIKE",110321103,3/27/16 2:42 PM,1,1,1480,small_medium_shop
"Men's blue jeans, WKB-L",110312107,5/8/16 3:37 PM,1,1,539,small_medium_shop
"Jam, strawberry or apricot, WKB",110118201,6/6/16 6:20 PM,454,1,48,
"Dishwashing detergent, WKB",110561108,4/17/16 11:32 PM,500,1,30,small_medium_shop
"Bath towel, large, WKB",110521103,8/14/16 4:47 PM,1,1,249,small_medium_shop
"Women's haircut, basic hairdresser",111211104,3/22/16 7:44 PM,1,1,220,private_service_provider
"Paint, indoor use, washable, WKB",110431101,7/3/16 5:02 PM,10,1,250,specialized_shop
"Tuna flakes, tinned, WKB",110113202,4/10/16 9:00 PM,170,1,24,small_medium_shop
"Fresh apples, typical local variety",110116111,5/8/16 8:15 PM,1,1,22,
"Energy saving light bulb, 15W, WKB",110552103,5/8/16 12:53 PM,1,1,60,small_medium_shop
"Milk, fresh, unskimmed, WKB",110114101,3/14/16 4:32 PM,1,1,11.82,
Fresh carrots,110117103,4/8/16 3:47 PM,1,1,22.9,
"Studio apartment, 35-60 m2",1104111109,4/18/16 3:25 AM,1,1,2800,other
"Fresh apple, red delicious",110116101,3/29/16 5:37 PM,1,1,39,small_medium_shop
"White sugar, WKB",110118101,4/24/16 7:39 PM,1,1,9.6,small_medium_shop
"Summer tire, R15, WKB",110723103,7/3/16 3:30 PM,1,4,6400,specialized_shop
Fresh oranges,110116105,4/3/16 2:18 PM,1,1,36,small_medium_shop
"Beer, domestic brand, single bottle, WKB",110213102,1/25/16 9:40 PM,355,1,34.05,
"Potato chips (crisps), WKB",110117304,2/1/16 2:37 PM,270,1,40,small_medium_shop
"Fresh bananas, standard",110116102,5/9/16 2:18 PM,1000,1,27.9,small_medium_shop
"Dinner plate, flat, porcelain, WKB-L",110541104,7/10/16 7:52 PM,1,1,104,small_medium_shop
"Cornflakes, excluding KELLOGG'S",110111250,4/19/16 5:57 PM,400,1,23.9,small_medium_shop
"Cat food, tin, WKB",110933103,5/17/16 8:41 PM,340,1,33.05,
"Red wine, table wine, BL",110212101,7/3/16 8:01 PM,750,1,37,small_medium_shop
"Black tea, in bags, WKB",110121105,5/9/16 7:52 PM,100,1,12.95,small_medium_shop
"Bread, whole wheat, WKB",110111303,4/21/16 10:56 PM,315,1,31,
Fresh cucumber,110117101,1/20/16 8:38 PM,1,1,28.59,
"Men's sport shoes, ADIDAS, ASICS, NIKE",110321103,6/5/16 9:25 PM,1,1,1664,
"Interurban transport, single ticket, 50 km",110731101,7/5/16 6:54 PM,1,1,3,None
"Spaghetti, WKB",110111502,4/8/16 10:56 PM,500,1,12.11,
"Olive oil, extra virgin, WKB",110115302,8/15/16 12:31 PM,500,1,113.4,
"Milk chocolate bar, WKB",110118301,5/8/16 11:01 PM,100,1,36,small_medium_shop
"Toilet paper, multipack, WKB",111212111,6/9/16 8:05 PM,1,4,25.15,small_medium_shop
"AA alkaline batteries, DURACELL",110552104,7/31/16 4:10 PM,1,4,36.2,small_medium_shop
"Men's blue jeans, WKB-L",110312107,5/22/16 2:31 PM,1,1,499,specialized_shop
"Vodka, WKB",110211101,4/14/16 7:39 PM,700,1,125.59,
"Tuna flakes, tinned, WKB",110113202,5/7/16 4:23 PM,110,1,34.99,small_medium_shop
"Dinner plate, flat, porcelain, WKB-L",110541104,6/6/16 12:02 AM,1,1,125,small_medium_shop
"Single-family house, 180-240 m2",1104111102,4/25/16 8:56 PM,1,1,4800,other
"Cornflakes, excluding KELLOGG'S",110111250,3/21/16 7:43 PM,400,1,29,small_medium_shop
"Petrol, Super",110722102,4/16/16 2:52 PM,1,1,16.79,specialized_shop
"Butter biscuits, WKB",110111405,3/2/16 10:39 PM,130,1,12.1,small_medium_shop
"Dry cleaning, men's two-piece suit",110314101,4/3/16 9:27 PM,1,1,145,private_service_provider
"Spaghetti, WKB",110111502,4/26/16 6:05 PM,500,1,11.9,
"Microwave oven, 16-22 l, WKB-L",110531103,7/24/16 5:33 PM,1,1,4246,small_medium_shop
"Men's T-shirt, WKB-L",110312106,6/22/16 8:47 PM,1,1,199,specialized_shop
"Two-bedroom apartment, 80-120 m2",1104111113,5/25/16 1:18 PM,1,1,22000,other
"Men's blue jeans, WKB-L",110312107,6/12/16 10:15 PM,1,1,989,small_medium_shop
"Energy saving light bulb, 15W, WKB",110552103,7/3/16 9:37 PM,1,1,85.9,market
"Hotel, three-star, capital city",111121103,4/11/16 2:48 AM,1,1,433.88,other
"Energy saving light bulb, 15W, WKB",110552103,5/15/16 1:14 PM,1,1,59,small_medium_shop
"Charcoal, sack",110453101,4/24/16 3:44 PM,5,1,51,market
"AA alkaline batteries, DURACELL",110552104,4/28/16 6:01 PM,1,4,62,
"Yoghurt, plain, WKB",110114203,3/14/16 8:09 PM,125,1,5.8,small_medium_shop
"Foam mattress, double, WKB",110511108,7/18/16 8:45 PM,1,1,4750,small_medium_shop
"Foam mattress, double, WKB",110511108,6/5/16 11:21 PM,1,1,4090,
Fresh oranges,110116105,5/9/16 11:29 PM,1,1,14.99,
"White sugar, WKB",110118101,6/13/16 3:36 PM,1,1,12.68,small_medium_shop
"Salted crackers, WKB",110111407,5/8/16 10:02 PM,300,1,17.79,small_medium_shop
"Potato chips (crisps), WKB",110117304,7/25/16 5:38 PM,150,1,24.99,
"Petrol, Superplus",110722103,5/1/16 3:50 PM,1,1,19.3,specialized_shop
Fresh cucumber,110117101,5/3/16 4:12 PM,1,1,37.39,
"Men's shirt, WKB-M",110312103,6/9/16 6:11 PM,1,1,690,specialized_shop
"Vegetable oil, WKB",110115306,4/26/16 10:06 PM,1500,1,20.56,
"Jam, strawberry or apricot, WKB",110118201,5/23/16 6:14 PM,454,1,48,
"Cornflakes, excluding KELLOGG'S",110111250,5/8/16 7:54 PM,360,1,38.39,small_medium_shop
"Two-bedroom apartment, 80-120 m2",1104111113,5/29/16 6:45 PM,1,1,5000,other
Fresh oranges,110116105,3/21/16 10:36 PM,1000,1,36.9,small_medium_shop
"Dry cleaning, men's two-piece suit",110314101,7/24/16 3:18 PM,1,1,170,private_service_provider
"Cooking pot, stainless steel, WKB-L",110541101,7/20/16 10:34 PM,1,1,609,small_medium_shop
"Men's trousers, cotton/polyester, WKB-L",110312104,5/29/16 2:56 PM,1,1,485,small_medium_shop
"Sunflower oil, BL",110115301,4/25/16 10:32 PM,1.5,1,20.58,
"Chicken, whole, fresh",110112401,7/3/16 4:25 PM,1,1,49,street_outlet
"Interurban (InterCity) bus, 50 Km",110732103,5/8/16 9:46 PM,1,1,102,private_service_provider
"Water, still, large bottle, WKB",110122101,3/7/16 12:38 AM,2,1,11,small_medium_shop
"Bath towel, large, WKB",110521103,5/15/16 7:56 PM,1,1,327,specialized_shop
"Men's lace-up shoes, WKB-L",110321101,5/3/16 12:11 AM,1,1,1000,
"Petrol, Superplus",110722103,5/22/16 3:03 PM,1,1,20.88,specialized_shop
"Bath towel, large, WKB",110521103,3/6/16 2:08 PM,1,1,280,small_medium_shop
"Petrol, Super",110722102,7/24/16 2:09 PM,1,1,19.09,specialized_shop
"Hybrid bicycle, WKB",110713104,5/15/16 11:47 AM,1,1,9999,small_medium_shop
"Olive oil, extra virgin, WKB",110115302,2/29/16 10:08 PM,500,1,89.9,
"Petrol, Super",110722102,7/24/16 6:42 PM,1,1,19.09,specialized_shop
"Foam mattress, double, WKB",110511108,5/15/16 2:00 PM,1,1,4750,small_medium_shop
"Men's blue jeans, WKB-L",110312107,2/21/16 6:46 PM,1,1,439,
"Paint, indoor use, washable, WKB",110431101,5/17/16 5:55 PM,10,1,490,specialized_shop
"Men's blue jeans, WKB-L",110312107,4/24/16 9:06 PM,1,1,699,small_medium_shop
"Men's trousers, cotton/polyester, WKB-L",110312104,7/24/16 5:50 PM,1,1,399,small_medium_shop
"Beer, domestic brand, single bottle, WKB",110213102,6/26/16 6:41 PM,340,1,8.75,small_medium_shop
"Cooking salt, WKB",110119102,5/3/16 7:38 PM,1,1,7.82,
"Men's blue jeans, WKB-L",110312107,2/8/16 4:55 PM,1,1,549,small_medium_shop
"Men's condoms, WKB",110612103,7/4/16 8:09 PM,1,6,31.31,
"Bath towel, large, WKB",110521103,8/14/16 3:55 PM,1,1,169,small_medium_shop
"Jam, strawberry or apricot, WKB",110118201,5/15/16 2:57 PM,454,1,32.2,
"Men's sport shoes, ADIDAS, ASICS, NIKE",110321103,4/1/16 9:48 PM,1,1,1899,
"Potato chips (crisps), WKB",110117304,3/14/16 7:26 PM,85,1,18.5,
"Vodka, WKB",110211101,5/2/16 2:24 PM,1000,1,81.7,small_medium_shop
"Diesel fuel, normal",110722104,4/3/16 6:54 AM,1,1,15.19,specialized_shop
"Sunflower oil, BL",110115301,5/2/16 2:59 PM,900,1,9.89,small_medium_shop
"Liquefied gas, propane",110452101,4/24/16 2:17 PM,10,1,100,specialized_shop
"Wrist-watch, men's, CITIZEN Eco-Drive BM6060",111231102,4/17/16 7:27 PM,1,1,599,
"Black tea, in bags, WKB",110121105,3/15/16 6:33 PM,50,1,6.67,
"Wheat flour, not self-rising, BL",110111202,3/24/16 1:14 PM,1,1,10.49,small_medium_shop
"Two-bedroom apartment, 80-120 m2",1104111113,2/18/16 5:53 PM,1,1,9500,other
"Long-grain rice, parboiled, WKB",110111101,5/2/16 3:21 PM,500,1,9.3,small_medium_shop
"Plaster strips, plastic foil, WKB",110612105,4/25/16 12:25 AM,1,20,41,
"Tuna flakes, tinned, WKB",110113202,4/25/16 7:06 PM,170,1,15.5,
"Summer tire, R15, WKB",110723103,3/27/16 1:45 PM,1,4,8800,specialized_shop
"Wrist-watch, men's, CITIZEN Eco-Drive BM6060",111231102,7/12/16 7:38 PM,1,1,2780,specialized_shop
"Men's trousers, cotton/polyester, WKB-L",110312104,4/3/16 10:55 PM,1,1,556,small_medium_shop
"Sunflower oil, BL",110115301,2/3/16 8:17 PM,900,1,11.65,
"Wheat flour, not self-rising, BL",110111202,3/14/16 4:08 PM,1,1,5.45,
"Flight, domestic, return ticket",110733107,4/4/16 8:53 PM,1,1,3438,private_service_provider
"Water, still, large bottle, WKB",110122101,2/1/16 8:18 PM,2,1,10.5,
"Men's trousers, cotton/polyester, WKB-L",110312104,6/25/16 7:21 PM,1,1,690,specialized_shop
"Long-grain rice, not parboiled, WKB",110111102,5/8/16 8:41 PM,1000,1,12.65,small_medium_shop
"Petrol, Superplus",110722103,5/8/16 2:09 PM,1,1,20.59,specialized_shop
"Interurban (InterCity) bus, 50 Km",110732103,4/18/16 6:06 PM,1,1,26,private_service_provider
"Bath towel, large, WKB",110521103,6/5/16 8:02 PM,1,1,291,small_medium_shop
"Wrist-watch, men's, CITIZEN Eco-Drive BM6060",111231102,8/9/16 1:23 PM,1,1,1870,specialized_shop
"Men's sport shoes, ADIDAS, ASICS, NIKE",110321103,4/17/16 2:42 PM,1,1,1499,small_medium_shop
"Diesel fuel, normal",110722104,4/3/16 10:33 AM,1,1,14.99,specialized_shop
"Spaghetti, WKB",110111502,1/11/16 7:43 PM,500,1,12.5,small_medium_shop
"Charcoal, sack",110453101,4/3/16 2:15 PM,5,1,51,market
"AA alkaline batteries, DURACELL",110552104,7/3/16 1:40 PM,1,4,63,small_medium_shop
"Car battery,  55 Ah, WKB",110723105,5/2/16 2:53 PM,1,1,1999,specialized_shop
"Trolley, soft case, BL",111232104,4/24/16 9:19 PM,1,1,1350,small_medium_shop
"Studio apartment, 35-60 m2",1104111109,3/1/16 3:43 AM,1,1,3200,other
"Instant noodles, any flavor, WKB",110111504,1/25/16 9:58 PM,89,1,15.99,
"Tomato paste, small, WKB",110117306,4/20/16 11:35 PM,180,1,23.69,
"Men's sport shoes, ADIDAS, ASICS, NIKE",110321103,6/26/16 10:06 PM,1,1,2499,small_medium_shop
"Single-family house, 180-240 m2",1104111102,5/3/16 9:36 PM,1,1,5000,other
"Black tea, BL",110121107,4/29/16 3:53 PM,100,1,16.99,small_medium_shop
"Bread, whole wheat, WKB",110111303,3/15/16 6:48 PM,360,1,25.9,
"Petrol, Super",110722102,6/5/16 9:16 PM,1,1,19.09,specialized_shop
"Wheat flour, not self-rising, BL",110111202,12/21/15 7:02 PM,1,1,9.5,small_medium_shop
"Sardines, tinned, with skin, in vegetable oil, WKB",110113201,4/10/16 6:37 PM,160,1,29.3,
"Tomato ketchup, WKB",110119103,7/24/16 5:13 PM,400,1,34,small_medium_shop
"Urban (city) bus, 5-15 km",110732101,5/22/16 3:24 AM,1,1,17,public_semi_public_service
"Butter biscuits, WKB",110111405,3/21/16 7:54 PM,200,1,8.2,small_medium_shop
"Dishwashing detergent, WKB",110561108,4/27/16 3:29 PM,600,1,31.73,small_medium_shop
"Dinner plate, flat, porcelain, WKB-L",110541104,8/14/16 7:32 PM,1,1,79.99,small_medium_shop
"Pork ham, pressed, WKB",110112501,6/13/16 2:34 PM,200,1,49,
"Studio apartment, 35-60 m2",1104111109,4/5/16 2:35 AM,1,1,3900,other
"Milk, fresh, unskimmed, WKB",110114101,3/7/16 2:36 PM,1,1,18.09,
"Bar soap, solid, SB",111212109,4/17/16 4:49 PM,125,1,12.8,small_medium_shop
"Toothpaste, tube, COLGATE",111212104,4/18/16 12:35 AM,90,1,30.3,
"Charcoal, sack",110453101,4/3/16 9:21 PM,4,1,60.9,market
Consultation: general medical practitioner/primary care physician,110621101,7/3/16 8:28 PM,1,1,250,private_service_provider
"Toothpaste, tube, COLGATE",111212104,6/28/16 8:59 PM,140,1,63,small_medium_shop
"Paint, indoor use, washable, WKB",110431101,7/10/16 7:29 PM,10,1,599,specialized_shop
"Plaster strips, plastic foil, WKB",110612105,2/8/16 4:42 PM,1,20,34.6,small_medium_shop
"Honey, mixed blossoms, BL",110118204,3/16/16 8:10 PM,190,1,31.28,small_medium_shop
"Petrol, Superplus",110722103,5/31/16 2:06 AM,1,1,19.98,specialized_shop
"Sunflower oil, BL",110115301,2/4/16 11:08 PM,1.5,1,20.99,
"Car battery,  55 Ah, WKB",110723105,2/24/16 4:15 PM,1,1,1200,specialized_shop
"Plaster strips, plastic foil, WKB",110612105,4/10/16 6:59 PM,1,25,37,small_medium_shop
"Cooking salt, WKB",110119102,4/8/16 4:34 PM,1,1,7.82,
"COCA COLA / PEPSI COLA, can",110122102,4/24/16 6:34 PM,330,1,12,street_outlet
"Men's sport shoes, ADIDAS, ASICS, NIKE",110321103,8/10/16 3:56 PM,1,1,1899,specialized_shop
"Vegetable oil, WKB",110115306,3/28/16 11:37 PM,1500,1,17.64,
"Olive oil, extra virgin, WKB",110115302,6/1/16 4:46 PM,500,1,92,
"Summer tire, R15, WKB",110723103,1/9/16 5:37 PM,1,4,3180,specialized_shop
"Bath towel, large, WKB",110521103,4/22/16 8:48 PM,1,1,169,small_medium_shop
"Cooking salt, WKB",110119102,5/15/16 8:09 PM,500,1,7.4,small_medium_shop
Fresh oranges,110116105,6/19/16 5:20 PM,1,1,7.9,small_medium_shop
"Energy saving light bulb, 15W, WKB",110552103,6/13/16 2:43 PM,1,1,111,small_medium_shop
"Petrol, Super",110722102,3/27/16 2:53 PM,1,1,16.52,specialized_shop
"Cooking salt, WKB",110119102,5/2/16 7:49 PM,1,1,10.89,
"Charcoal, sack",110453101,6/9/16 7:00 PM,4,1,53.9,market
"Petrol, Superplus",110722103,4/20/16 9:55 PM,1,1,18.51,specialized_shop
"Vodka, WKB",110211101,12/20/15 9:21 PM,1,1,53.81,
"Milk chocolate bar, WKB",110118301,5/29/16 6:43 PM,170,1,50,street_outlet
"Microwave oven, 16-22 l, WKB-L",110531103,8/7/16 9:35 PM,1,1,2919,small_medium_shop
"Men's T-shirt, WKB-L",110312106,4/24/16 9:10 PM,1,1,237,small_medium_shop
"Men's trousers, cotton/polyester, WKB-L",110312104,4/10/16 3:02 PM,1,1,499,
"Plaster strips, plastic foil, WKB",110612105,5/16/16 4:51 PM,1,20,21,specialized_shop
"Men's trousers, cotton/polyester, WKB-L",110312104,4/3/16 9:11 PM,1,1,647,small_medium_shop
"Men's lace-up shoes, WKB-L",110321101,4/17/16 11:53 PM,1,1,1600,
"Urban tram (rail) or tube, single ticket",110731104,5/1/16 3:40 PM,1,1,1.6,None
